MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"May 16, 2021 - ATL vs. HOU",W,48,124,49,90,54.4,7,21,33.3,19,26,73.1,11,45,56,32,13,10,8,16,29
"May 13, 2021 - ATL vs. ORL",W,48,116,41,94,43.6,14,36,38.9,20,24,83.3,12,37,49,19,7,9,4,16,23
"May 12, 2021 - ATL vs. WAS",W,48,120,44,86,51.2,10,33,30.3,22,28,78.6,7,44,51,22,14,4,5,21,4
"May 10, 2021 - ATL vs. WAS",W,48,125,46,96,47.9,10,30,33.3,23,26,88.5,13,42,55,23,12,4,6,17,1
"May 06, 2021 - ATL @ IND",L,48,126,48,94,51.1,15,37,40.5,15,18,83.3,10,24,34,27,12,8,6,17,-7
"May 05, 2021 - ATL vs. PHX",W,48,135,53,84,63.1,13,26,50.0,16,18,88.9,9,37,46,35,11,8,6,21,32
"May 03, 2021 - ATL vs. POR",W,48,123,44,84,52.4,20,41,48.8,15,18,83.3,5,44,49,32,11,6,3,18,9
"May 01, 2021 - ATL vs. CHI",W,48,108,37,74,50.0,14,36,38.9,20,26,76.9,6,38,44,19,15,11,5,21,11
"Apr 30, 2021 - ATL @ PHI",L,48,104,36,82,43.9,10,28,35.7,22,28,78.6,12,34,46,19,18,3,8,23,-22
"Apr 28, 2021 - ATL @ PHI",L,48,83,27,81,33.3,6,19,31.6,23,29,79.3,17,30,47,17,15,3,3,18,-44
"Apr 26, 2021 - ATL @ DET",L,48,86,33,85,38.8,4,27,14.8,16,17,94.1,9,36,45,19,16,10,4,17,-14
"Apr 25, 2021 - ATL vs. MIL",W,48,111,40,88,45.5,13,35,37.1,18,23,78.3,5,39,44,23,10,6,1,20,7
"Apr 23, 2021 - ATL vs. MIA",W,48,118,43,80,53.8,15,35,42.9,17,19,89.5,8,30,38,24,14,12,2,17,15
"Apr 21, 2021 - ATL @ NYK",L,53,127,49,102,48.0,12,34,35.3,17,24,70.8,12,29,41,28,10,10,3,18,-10
"Apr 20, 2021 - ATL vs. ORL",W,48,112,39,94,41.5,9,34,26.5,25,29,86.2,18,47,65,20,14,6,3,22,16
"Apr 18, 2021 - ATL vs. IND",W,48,129,45,92,48.9,13,32,40.6,26,34,76.5,14,37,51,20,10,8,7,19,12
