MATCH UP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Mar 10, 2020 - MIN @ HOU",L,48,111,40,83,48.2,14,35,40.0,17,23,73.9,8,33,41,21,19,9,0,20,-6
"Mar 08, 2020 - MIN vs. NOP",L,48,107,37,94,39.4,8,33,24.2,25,31,80.6,9,33,42,20,17,15,3,23,-13
"Mar 06, 2020 - MIN vs. ORL",L,48,118,46,98,46.9,10,37,27.0,16,20,80.0,10,26,36,30,8,6,3,21,-14
"Mar 04, 2020 - MIN vs. CHI",W,48,115,40,81,49.4,19,43,44.2,16,25,64.0,10,33,43,27,18,5,4,15,7
"Mar 03, 2020 - MIN @ NOP",W,48,139,54,97,55.7,14,34,41.2,17,20,85.0,10,32,42,31,16,11,2,22,5
"Mar 01, 2020 - MIN vs. DAL",L,48,91,36,99,36.4,13,42,31.0,6,15,40.0,14,43,57,19,14,9,3,17,-20
"Feb 28, 2020 - MIN @ ORL",L,48,125,46,95,48.4,17,44,38.6,16,24,66.7,6,27,33,27,15,10,6,20,-11
"Feb 26, 2020 - MIN @ MIA",W,48,129,47,91,51.6,17,46,37.0,18,25,72.0,5,28,33,28,16,16,8,35,3
"Feb 24, 2020 - MIN @ DAL",L,48,123,42,95,44.2,15,42,35.7,24,34,70.6,7,35,42,16,12,4,6,22,-16
"Feb 23, 2020 - MIN @ DEN",L,48,116,40,90,44.4,14,40,35.0,22,29,75.9,9,29,38,26,15,7,2,16,-12
"Feb 21, 2020 - MIN vs. BOS",L,48,117,36,89,40.4,15,42,35.7,30,35,85.7,8,35,43,23,10,8,10,27,-10
"Feb 12, 2020 - MIN vs. CHA",L,48,108,39,101,38.6,14,49,28.6,16,20,80.0,14,34,48,25,11,10,7,19,-7
"Feb 10, 2020 - MIN @ TOR",L,48,126,39,86,45.3,18,40,45.0,30,35,85.7,10,28,38,24,23,6,4,19,-11
"Feb 08, 2020 - MIN vs. LAC",W,48,142,52,95,54.7,26,44,59.1,12,18,66.7,9,37,46,39,13,8,3,21,27
